date,n,weekday,temperature,sunshinetime,precipitation,rainy_day,Feiertage,holiday,businessday
2013-10-25,1652,Fri,10.7,1.0,0.7,TRUE,NA,FALSE,FALSE
2013-10-26,1158,Sat,15.4,4.1,0.0,FALSE,NA,FALSE,FALSE
2013-10-27,1136,Sun,14.9,4.0,0.6,TRUE,NA,FALSE,TRUE
2013-10-28,2142,Mon,13.9,0.9,3.4,TRUE,NA,FALSE,TRUE
2013-10-29,2215,Tues,11.0,0.9,0.2,TRUE,NA,FALSE,TRUE
2013-10-30,2036,Wed,9.2,4.2,0.0,FALSE,NA,FALSE,TRUE
2013-10-31,1578,Thurs,8.7,7.0,2.7,TRUE,Reformationstag,TRUE,FALSE
2013-11-01,1608,Fri,10.2,1.3,0.1,TRUE,NA,FALSE,FALSE
2013-11-02,1068,Sat,8.7,0.0,9.7,TRUE,NA,FALSE,FALSE
2013-11-03,1070,Sun,9.4,2.4,0.7,TRUE,NA,FALSE,TRUE
2013-11-04,2099,Mon,7.7,0.0,14.1,TRUE,NA,FALSE,TRUE
2013-11-05,2179,Tues,7.6,6.3,1.6,TRUE,NA,FALSE,TRUE
2013-11-06,1997,Wed,6.7,2.1,5.1,TRUE,NA,FALSE,TRUE
2013-11-07,1689,Thurs,8.0,1.3,0.6,TRUE,NA,FALSE,TRUE
2013-11-08,1737,Fri,8.0,5.6,0.5,TRUE,NA,FALSE,FALSE
2013-11-09,673,Sat,8.4,1.2,4.6,TRUE,NA,FALSE,FALSE
