STATIONS_ID; MESS_DATUM; QUALITAETS_NIVEAU; SONNENSCHEINDAUER;GLOBAL_KW_J;DIFFUS_HIMMEL_KW_J;ATMOSPHAERE_LW_J;eor
     4271;19980101;   1;   -999;     -999;     -999;     -999;eor
     4271;19980102;   1;   -999;     -999;     -999;     -999;eor
     4271;19980103;   1;   -999;     -999;     -999;     -999;eor
     4271;19980104;   1;   -999;     -999;     -999;     -999;eor
     4271;19980105;   1;   -999;     -999;     -999;     -999;eor
     4271;19980106;   1;   -999;     -999;     -999;     -999;eor
     4271;19980107;   1;   -999;     -999;     -999;     -999;eor
     4271;19980108;   1;   -999;     -999;     -999;     -999;eor
     4271;19980109;   1;   -999;     -999;     -999;     -999;eor
     4271;19980110;   1;   -999;     -999;     -999;     -999;eor
     4271;19980111;   1;   -999;     -999;     -999;     -999;eor
     4271;19980112;   1;   -999;     -999;     -999;     -999;eor
     4271;19980113;   1;   -999;     -999;     -999;     -999;eor
     4271;19980114;   1;   -999;     -999;     -999;     -999;eor
     4271;19980115;   1;   -999;     -999;     -999;     -999;eor
     4271;19980116;   1;   -999;     -999;     -999;     -999;eor
     4271;19980117;   1;   -999;     -999;     -999;     -999;eor
     4271;19980118;   1;   -999;     -999;     -999;     -999;eor
     4271;19980119;   1;   -999;     -999;     -999;     -999;eor
     4271;19980120;   1;   -999;     -999;     -999;     -999;eor
     4271;19980121;   1;   -999;     -999;     -999;     -999;eor
     4271;19980122;   1;   -999;     -999;     -999;     -999;eor
     4271;19980123;   1;   -999;     -999;     -999;     -999;eor
     4271;19980124;   1;   -999;     -999;     -999;     -999;eor
     4271;19980125;   1;   -999;     -999;     -999;     -999;eor
     4271;19980126;   1;   -999;     -999;     -999;     -999;eor
     4271;19980127;   1;   -999;     -999;     -999;     -999;eor
     4271;19980128;   1;   -999;     -999;     -999;     -999;eor
     4271;19980129;   1;   -999;     -999;     -999;     -999;eor
     4271;19980130;   1;   -999;     -999;     -999;     -999;eor
     4271;19980131;   1;   -999;     -999;     -999;     -999;eor
     4271;19980201;   1;   -999;     -999;     -999;     -999;eor
     4271;19980202;   1;   -999;     -999;     -999;     -999;eor
     4271;19980203;   1;   -999;     -999;     -999;     -999;eor
     4271;19980204;   1;   -999;     -999;     -999;     -999;eor
     4271;19980205;   1;   -999;     -999;     -999;     -999;eor
     4271;19980206;   1;   -999;     -999;     -999;     -999;eor
     4271;19980207;   1;   -999;     -999;     -999;     -999;eor
     4271;19980208;   1;   -999;     -999;     -999;     -999;eor
     4271;19980209;   1;   -999;     -999;     -999;     -999;eor
     4271;19980210;   1;   -999;     -999;     -999;     -999;eor
     4271;19980211;   1;   -999;     -999;     -999;     -999;eor
     4271;19980212;   1;   -999;     -999;     -999;     -999;eor
     4271;19980213;   1;   -999;     -999;     -999;     -999;eor
     4271;19980214;   1;   -999;     -999;     -999;     -999;eor
     4271;19980215;   1;   -999;     -999;     -999;     -999;eor
     4271;19980216;   1;   -999;     -999;     -999;     -999;eor
     4271;19980217;   1;   -999;     -999;     -999;     -999;eor
     4271;19980218;   1;   -999;     -999;     -999;     -999;eor
     4271;19980219;   1;   -999;     -999;     -999;     -999;eor
     4271;19980220;   1;   -999;     -999;     -999;     -999;eor
     4271;19980221;   1;   -999;     -999;     -999;     -999;eor
     4271;19980222;   1;   -999;     -999;     -999;     -999;eor
     4271;19980223;   1;   -999;     -999;     -999;     -999;eor
     4271;19980224;   1;   -999;     -999;     -999;     -999;eor
     4271;19980225;   1;   -999;     -999;     -999;     -999;eor
     4271;19980226;   1;   -999;     -999;     -999;     -999;eor
     4271;19980227;   1;   -999;     -999;     -999;     -999;eor
     4271;19980228;   1;   -999;     -999;     -999;     -999;eor
     4271;19980301;   1;   -999;     -999;     -999;     -999;eor
     4271;19980302;   1;   -999;     -999;     -999;     -999;eor
     4271;19980303;   1;   -999;     -999;     -999;     -999;eor
     4271;19980304;   1;   -999;     -999;     -999;     -999;eor
     4271;19980305;   1;   -999;     -999;     -999;     -999;eor
     4271;19980306;   1;   -999;     -999;     -999;     -999;eor
     4271;19980307;   1;   -999;     -999;     -999;     -999;eor
     4271;19980308;   1;   -999;     -999;     -999;     -999;eor
     4271;19980309;   1;   -999;     -999;     -999;     -999;eor
     4271;19980310;   1;   -999;     -999;     -999;     -999;eor
     4271;19980311;   1;   -999;     -999;     -999;     -999;eor
     4271;19980312;   1;   -999;     -999;     -999;     -999;eor
     4271;19980313;   1;   -999;     -999;     -999;     -999;eor
     4271;19980314;   1;   -999;     -999;     -999;     -999;eor
     4271;19980315;   1;   -999;     -999;     -999;     -999;eor
     4271;19980316;   1;   -999;     -999;     -999;     -999;eor
     4271;19980317;   1;   -999;     -999;     -999;     -999;eor
     4271;19980318;   1;   -999;     -999;     -999;     -999;eor
     4271;19980319;   1;   -999;     -999;     -999;     -999;eor
     4271;19980320;   1;   -999;     -999;     -999;     -999;eor
     4271;19980321;   1;   -999;     -999;     -999;     -999;eor
     4271;19980322;   1;   -999;     -999;     -999;     -999;eor
     4271;19980323;   1;   -999;     -999;     -999;     -999;eor
     4271;19980324;   1;   -999;     -999;     -999;     -999;eor
     4271;19980325;   1;   -999;     -999;     -999;     -999;eor
     4271;19980326;   1;   -999;     -999;     -999;     -999;eor
     4271;19980327;   1;   -999;     -999;     -999;     -999;eor
     4271;19980328;   1;   -999;     -999;     -999;     -999;eor
     4271;19980329;   1;   -999;     -999;     -999;     -999;eor
     4271;19980330;   1;   -999;     -999;     -999;     -999;eor
     4271;19980331;   1;   -999;     -999;     -999;     -999;eor
     4271;19980401;   1;   -999;     -999;     -999;     -999;eor
     4271;19980402;   1;   -999;     -999;     -999;     -999;eor
     4271;19980403;   1;   -999;     -999;     -999;     -999;eor
     4271;19980404;   1;   -999;     -999;     -999;     -999;eor
     4271;19980405;   1;   -999;     -999;     -999;     -999;eor
     4271;19980406;   1;   -999;     -999;     -999;     -999;eor
     4271;19980407;   1;   -999;     -999;     -999;     -999;eor
     4271;19980408;   1;   -999;     -999;     -999;     -999;eor
     4271;19980409;   1;   -999;     -999;     -999;     -999;eor
     4271;19980410;   1;   -999;     -999;     -999;     -999;eor
     4271;19980411;   1;   -999;     -999;     -999;     -999;eor
     4271;19980412;   1;   -999;     -999;     -999;     -999;eor
     4271;19980413;   1;   -999;     -999;     -999;     -999;eor
     4271;19980414;   1;   -999;     -999;     -999;     -999;eor
     4271;19980415;   1;   -999;     -999;     -999;     -999;eor
     4271;19980416;   1;   -999;     -999;     -999;     -999;eor
     4271;19980417;   1;   -999;     -999;     -999;     -999;eor
     4271;19980418;   1;   -999;     -999;     -999;     -999;eor
     4271;19980419;   1;   -999;     -999;     -999;     -999;eor
     4271;19980420;   1;   -999;     -999;     -999;     -999;eor
     4271;19980421;   1;   -999;     -999;     -999;     -999;eor
     4271;19980422;   1;   -999;     -999;     -999;     -999;eor
     4271;19980423;   1;   -999;     -999;     -999;     -999;eor
     4271;19980424;   1;   -999;     -999;     -999;     -999;eor
     4271;19980425;   1;   -999;     -999;     -999;     -999;eor
     4271;19980426;   1;   -999;     -999;     -999;     -999;eor
     4271;19980427;   1;   -999;     -999;     -999;     -999;eor
     4271;19980428;   1;   -999;     -999;     -999;     -999;eor
     4271;19980429;   1;   -999;     -999;     -999;     -999;eor
     4271;19980430;   1;   -999;     -999;     -999;     -999;eor
     4271;19980501;   1;   -999;     -999;     -999;     -999;eor
     4271;19980502;   1;   -999;     -999;     -999;     -999;eor
     4271;19980503;   1;   -999;     -999;     -999;     -999;eor
     4271;19980504;   1;   -999;     -999;     -999;     -999;eor
     4271;19980505;   1;   -999;     -999;     -999;     -999;eor
     4271;19980506;   1;   -999;     -999;     -999;     -999;eor
     4271;19980507;   1;   -999;     -999;     -999;     -999;eor
     4271;19980508;   1;   -999;     -999;     -999;     -999;eor
     4271;19980509;   1;   -999;     -999;     -999;     -999;eor
     4271;19980510;   1;   -999;     -999;     -999;     -999;eor
     4271;19980511;   1;   -999;     -999;     -999;     -999;eor
     4271;19980512;   1;   -999;     -999;     -999;     -999;eor
     4271;19980513;   1;   -999;     -999;     -999;     -999;eor
     4271;19980514;   1;   -999;     -999;     -999;     -999;eor
     4271;19980515;   1;   -999;     -999;     -999;     -999;eor
     4271;19980516;   1;   -999;     -999;     -999;     -999;eor
     4271;19980517;   1;   -999;     -999;     -999;     -999;eor
     4271;19980518;   1;   -999;     -999;     -999;     -999;eor
     4271;19980519;   1;   -999;     -999;     -999;     -999;eor
     4271;19980520;   1;   -999;     -999;     -999;     -999;eor
     4271;19980521;   1;   -999;     -999;     -999;     -999;eor
     4271;19980522;   1;   -999;     -999;     -999;     -999;eor
     4271;19980523;   1;   -999;     -999;     -999;     -999;eor
     4271;19980524;   1;   -999;     -999;     -999;     -999;eor
     4271;19980525;   1;   -999;     -999;     -999;     -999;eor
     4271;19980526;   1;   -999;     -999;     -999;     -999;eor
     4271;19980527;   1;   -999;     -999;     -999;     -999;eor
     4271;19980528;   1;   -999;     -999;     -999;     -999;eor
     4271;19980529;   1;   -999;     -999;     -999;     -999;eor
     4271;19980530;   1;   -999;     -999;     -999;     -999;eor
     4271;19980531;   1;   -999;     -999;     -999;     -999;eor
     4271;19980601;   1;   -999;     -999;     -999;     -999;eor
     4271;19980602;   1;   -999;     -999;     -999;     -999;eor
     4271;19980603;   1;   -999;     -999;     -999;     -999;eor
     4271;19980604;   1;   -999;     -999;     -999;     -999;eor
     4271;19980605;   1;   -999;     -999;     -999;     -999;eor
     4271;19980606;   1;   -999;     -999;     -999;     -999;eor
     4271;19980607;   1;   -999;     -999;     -999;     -999;eor
     4271;19980608;   1;   -999;     -999;     -999;     -999;eor
     4271;19980609;   1;   -999;     -999;     -999;     -999;eor
     4271;19980610;   1;   -999;     -999;     -999;     -999;eor
     4271;19980611;   1;   -999;     -999;     -999;     -999;eor
     4271;19980612;   1;   -999;     -999;     -999;     -999;eor
     4271;19980613;   1;   -999;     -999;     -999;     -999;eor
     4271;19980614;   1;   -999;     -999;     -999;     -999;eor
     4271;19980615;   1;   -999;     -999;     -999;     -999;eor
     4271;19980616;   1;   -999;     -999;     -999;     -999;eor
     4271;19980617;   1;   -999;     -999;     -999;     -999;eor
     4271;19980618;   1;   -999;     -999;     -999;     -999;eor
     4271;19980619;   1;   -999;     -999;     -999;     -999;eor
     4271;19980620;   1;   -999;     -999;     -999;     -999;eor
     4271;19980621;   1;   -999;     -999;     -999;     -999;eor
     4271;19980622;   1;   -999;     -999;     -999;     -999;eor
     4271;19980623;   1;   -999;     -999;     -999;     -999;eor
     4271;19980624;   1;   -999;     -999;     -999;     -999;eor
     4271;19980625;   1;   -999;     -999;     -999;     -999;eor
     4271;19980626;   1;   -999;     -999;     -999;     -999;eor
     4271;19980627;   1;   -999;     -999;     -999;     -999;eor
     4271;19980628;   1;   -999;     -999;     -999;     -999;eor
     4271;19980629;   1;   -999;     -999;     -999;     -999;eor
     4271;19980630;   1;   -999;     -999;     -999;     -999;eor
     4271;19980701;   1;   -999;     -999;     -999;     -999;eor
     4271;19980702;   1;   -999;     -999;     -999;     -999;eor
     4271;19980703;   1;   -999;     -999;     -999;     -999;eor
     4271;19980704;   1;   -999;     -999;     -999;     -999;eor
     4271;19980705;   1;   -999;     -999;     -999;     -999;eor
     4271;19980706;   1;   -999;     -999;     -999;     -999;eor
     4271;19980707;   1;   -999;     -999;     -999;     -999;eor
     4271;19980708;   1;   -999;     -999;     -999;     -999;eor
     4271;19980709;   1;   -999;     -999;     -999;     -999;eor
     4271;19980710;   1;   -999;     -999;     -999;     -999;eor
     4271;19980711;   1;   -999;     -999;     -999;     -999;eor
     4271;19980712;   1;   -999;     -999;     -999;     -999;eor
     4271;19980713;   1;   -999;     -999;     -999;     -999;eor
     4271;19980714;   1;   -999;     -999;     -999;     -999;eor
     4271;19980715;   1;   -999;     -999;     -999;     -999;eor
     4271;19980716;   1;   -999;     -999;     -999;     -999;eor
     4271;19980717;   1;   -999;     -999;     -999;     -999;eor
     4271;19980718;   1;   -999;     -999;     -999;     -999;eor
     4271;19980719;   1;   -999;     -999;     -999;     -999;eor
     4271;19980720;   1;   -999;     -999;     -999;     -999;eor
     4271;19980721;   1;   -999;     -999;     -999;     -999;eor
     4271;19980722;   1;   -999;     -999;     -999;     -999;eor
     4271;19980723;   1;   -999;     -999;     -999;     -999;eor
     4271;19980724;   1;   -999;     -999;     -999;     -999;eor
     4271;19980725;   1;   -999;     -999;     -999;     -999;eor
     4271;19980726;   1;   -999;     -999;     -999;     -999;eor
     4271;19980727;   1;   -999;     -999;     -999;     -999;eor
     4271;19980728;   1;   -999;     -999;     -999;     -999;eor
     4271;19980729;   1;   -999;     -999;     -999;     -999;eor
     4271;19980730;   1;   -999;     -999;     -999;     -999;eor
     4271;19980731;   1;   -999;     -999;     -999;     -999;eor
     4271;19980801;   1;   -999;     -999;     -999;     -999;eor
     4271;19980802;   1;   -999;     -999;     -999;     -999;eor
     4271;19980803;   1;   -999;     -999;     -999;     -999;eor
     4271;19980804;   1;   -999;     -999;     -999;     -999;eor
     4271;19980805;   1;   -999;     -999;     -999;     -999;eor
     4271;19980806;   1;   -999;     -999;     -999;     -999;eor
     4271;19980807;   1;   -999;     -999;     -999;     -999;eor
     4271;19980808;   1;   -999;     -999;     -999;     -999;eor
     4271;19980809;   1;   -999;     -999;     -999;     -999;eor
     4271;19980810;   1;   -999;     -999;     -999;     -999;eor
     4271;19980811;   1;   -999;     -999;     -999;     -999;eor
     4271;19980812;   1;   -999;     -999;     -999;     -999;eor
     4271;19980813;   1;   -999;     -999;     -999;     -999;eor
     4271;19980814;   1;   -999;     -999;     -999;     -999;eor
     4271;19980815;   1;   -999;     -999;     -999;     -999;eor
     4271;19980816;   1;   -999;     -999;     -999;     -999;eor
     4271;19980817;   1;   -999;     -999;     -999;     -999;eor
     4271;19980818;   1;   -999;     -999;     -999;     -999;eor
     4271;19980819;   1;   -999;     -999;     -999;     -999;eor
     4271;19980820;   1;   -999;     -999;     -999;     -999;eor
     4271;19980821;   1;   -999;     -999;     -999;     -999;eor
     4271;19980822;   1;   -999;     -999;     -999;     -999;eor
     4271;19980823;   1;   -999;     -999;     -999;     -999;eor
     4271;19980824;   1;   -999;     -999;     -999;     -999;eor
     4271;19980825;   1;   -999;     -999;     -999;     -999;eor
     4271;19980826;   1;   -999;     -999;     -999;     -999;eor
     4271;19980827;   1;   -999;     -999;     -999;     -999;eor
     4271;19980828;   1;   -999;     -999;     -999;     -999;eor
     4271;19980829;   1;   -999;     -999;     -999;     -999;eor
     4271;19980830;   1;   -999;     -999;     -999;     -999;eor
     4271;19980831;   1;   -999;     -999;     -999;     -999;eor
     4271;19980901;   1;    2.6;  1008.00;   770.00;     -999;eor
     4271;19980902;   1;   10.7;  1776.00;   682.00;     -999;eor
     4271;19980903;   1;   12.4;  1865.00;   483.00;     -999;eor
     4271;19980904;   1;    8.0;  1472.00;   635.00;     -999;eor
     4271;19980905;   1;    5.8;  1253.00;   669.00;     -999;eor
     4271;19980906;   1;    0.6;   673.00;   616.00;     -999;eor
     4271;19980907;   1;    2.2;   840.00;   633.00;     -999;eor
     4271;19980908;   1;    3.1;   954.00;   744.00;     -999;eor
     4271;19980909;   1;    1.8;   900.00;   767.00;     -999;eor
     4271;19980910;   1;    7.4;  1156.00;   758.00;     -999;eor
     4271;19980911;   1;    9.1;  1491.00;   647.00;     -999;eor
     4271;19980912;   1;    0.0;   368.00;   366.00;     -999;eor
     4271;19980913;   1;    0.2;   641.00;   618.00;     -999;eor
     4271;19980914;   1;    5.2;  1111.00;   428.00;     -999;eor
     4271;19980915;   1;    1.7;   766.00;   673.00;     -999;eor
     4271;19980916;   1;    2.4;   907.00;   534.00;     -999;eor
     4271;19980917;   1;    5.7;  1143.00;   602.00;     -999;eor
     4271;19980918;   1;    0.7;   757.00;   686.00;     -999;eor
     4271;19980919;   1;    0.0;   403.00;   400.00;     -999;eor
     4271;19980920;   1;    4.9;  1031.00;   708.00;     -999;eor
     4271;19980921;   1;    2.9;   913.00;   707.00;     -999;eor
     4271;19980922;   1;    0.0;   670.00;   660.00;     -999;eor
     4271;19980923;   1;    0.0;   306.00;   306.00;     -999;eor
     4271;19980924;   1;    0.0;   406.00;   406.00;     -999;eor
     4271;19980925;   1;    7.3;  1210.00;   531.00;     -999;eor
     4271;19980926;   1;    2.4;   955.00;   772.00;     -999;eor
     4271;19980927;   1;    0.0;   350.00;   344.00;     -999;eor
     4271;19980928;   1;    2.7;   731.00;   571.00;     -999;eor
     4271;19980929;   1;    2.0;   810.00;   684.00;     -999;eor
     4271;19980930;   1;    0.6;   418.00;   392.00;     -999;eor
     4271;19981001;   1;    2.9;   651.00;   472.00;     -999;eor
     4271;19981002;   1;    6.2;  1016.00;   418.00;     -999;eor
     4271;19981003;   1;    1.1;   614.00;   540.00;     -999;eor
     4271;19981004;   1;    1.7;   557.00;   459.00;     -999;eor
     4271;19981005;   1;   -999;     -999;     -999;     -999;eor
     4271;19981006;   1;    9.6;  1120.00;   275.00;     -999;eor
     4271;19981007;   1;    0.0;    96.00;    96.00;     -999;eor
     4271;19981008;   1;    0.0;   156.00;   156.00;     -999;eor
     4271;19981009;   1;    0.0;   250.00;   250.00;     -999;eor
     4271;19981010;   1;    0.2;   238.00;   230.00;     -999;eor
     4271;19981011;   1;    0.0;   292.00;   290.00;     -999;eor
     4271;19981012;   1;    5.6;   746.00;   399.00;     -999;eor
     4271;19981013;   1;    6.0;   907.00;   374.00;     -999;eor
     4271;19981014;   1;    0.0;   169.00;   168.00;     -999;eor
     4271;19981015;   1;    3.4;   527.00;   381.00;     -999;eor
     4271;19981016;   1;    5.5;   844.00;   347.00;     -999;eor
     4271;19981017;   1;    0.8;   435.00;   400.00;     -999;eor
     4271;19981018;   1;    6.0;   757.00;   329.00;     -999;eor
     4271;19981019;   1;    8.4;   923.00;   260.00;     -999;eor
     4271;19981020;   1;    4.1;   683.00;   370.00;     -999;eor
     4271;19981021;   1;    0.0;   214.00;   214.00;     -999;eor
     4271;19981022;   1;    0.0;   182.00;   182.00;     -999;eor
     4271;19981023;   1;    0.0;   176.00;   176.00;     -999;eor
     4271;19981024;   1;    1.3;   402.00;   353.00;     -999;eor
     4271;19981025;   1;    0.2;   237.00;   235.00;     -999;eor
     4271;19981026;   1;    6.2;   714.00;   247.00;     -999;eor
     4271;19981027;   1;    1.6;   245.00;   214.00;     -999;eor
     4271;19981028;   1;    0.8;   296.00;   269.00;     -999;eor
     4271;19981029;   1;    3.6;   445.00;   284.00;     -999;eor
     4271;19981030;   1;    4.5;   565.00;   336.00;     -999;eor
     4271;19981031;   1;    2.0;   436.00;   365.00;     -999;eor
     4271;19981101;   1;    0.4;   275.00;   268.00;     -999;eor
     4271;19981102;   1;    0.6;   226.00;   209.00;     -999;eor
     4271;19981103;   1;    0.0;   111.00;   111.00;     -999;eor
     4271;19981104;   1;    0.1;   164.00;   163.00;     -999;eor
     4271;19981105;   1;    1.7;   359.00;   290.00;     -999;eor
     4271;19981106;   1;    0.8;   170.00;   153.00;     -999;eor
     4271;19981107;   1;    3.4;   429.00;   307.00;     -999;eor
     4271;19981108;   1;    0.0;   196.00;   196.00;     -999;eor
     4271;19981109;   1;    0.0;     -999;     -999;     -999;eor
     4271;19981110;   1;    0.0;   209.00;   209.00;     -999;eor
     4271;19981111;   1;    6.7;   518.00;   226.00;     -999;eor
     4271;19981112;   1;    0.6;   215.00;   201.00;     -999;eor
     4271;19981113;   1;    0.0;   136.00;   136.00;     -999;eor
     4271;19981114;   1;    0.0;     -999;     -999;     -999;eor
     4271;19981115;   1;    1.3;   193.00;   140.00;     -999;eor
     4271;19981116;   1;    0.0;   129.00;   127.00;     -999;eor
     4271;19981117;   1;    0.7;   257.00;   231.00;     -999;eor
     4271;19981118;   1;    1.4;   267.00;   172.00;     -999;eor
     4271;19981119;   1;    0.3;   131.00;   124.00;     -999;eor
     4271;19981120;   1;    2.4;   248.00;   189.00;     -999;eor
     4271;19981121;   1;    7.5;   466.00;   127.00;     -999;eor
     4271;19981122;   1;    3.8;   370.00;   222.00;     -999;eor
     4271;19981123;   1;    0.0;   150.00;   149.00;     -999;eor
     4271;19981124;   1;    0.0;     -999;     -999;     -999;eor
     4271;19981125;   1;    0.0;   101.00;   101.00;     -999;eor
     4271;19981126;   1;    0.0;   100.00;   100.00;     -999;eor
     4271;19981127;   1;    0.0;   147.00;   147.00;     -999;eor
     4271;19981128;   1;    0.3;   165.00;   156.00;     -999;eor
     4271;19981129;   1;   -999;     -999;     -999;     -999;eor
     4271;19981130;   1;    0.0;   124.00;   124.00;     -999;eor
     4271;19981201;   1;    3.7;   270.00;   148.00;     -999;eor
     4271;19981202;   1;    6.6;   386.00;   114.00;     -999;eor
     4271;19981203;   1;    0.0;    59.00;    58.00;     -999;eor
     4271;19981204;   1;    0.0;    64.00;    64.00;     -999;eor
     4271;19981205;   1;    0.0;    74.00;    74.00;     -999;eor
     4271;19981206;   1;    0.0;    98.00;    98.00;     -999;eor
     4271;19981207;   1;    0.0;   106.00;   106.00;     -999;eor
     4271;19981208;   1;    5.7;   340.00;   109.00;     -999;eor
     4271;19981209;   1;    4.1;   299.00;   194.00;     -999;eor
     4271;19981210;   1;    6.8;   338.00;   109.00;     -999;eor
     4271;19981211;   1;    4.4;   342.00;   197.00;     -999;eor
     4271;19981212;   1;    0.0;    95.00;    95.00;     -999;eor
     4271;19981213;   1;    0.0;    37.00;    37.00;     -999;eor
     4271;19981214;   1;    0.0;    71.00;    71.00;     -999;eor
     4271;19981215;   1;    0.0;    50.00;    50.00;     -999;eor
     4271;19981216;   1;    0.0;    76.00;    76.00;     -999;eor
     4271;19981217;   1;    1.9;   210.00;   179.00;     -999;eor
     4271;19981218;   1;    0.0;    46.00;    46.00;     -999;eor
     4271;19981219;   1;    0.0;    67.00;    67.00;     -999;eor
     4271;19981220;   1;    3.4;   233.00;   129.00;     -999;eor
     4271;19981221;   1;    6.1;   314.00;   111.00;     -999;eor
     4271;19981222;   1;    0.0;   107.00;   107.00;     -999;eor
     4271;19981223;   1;    1.2;   196.00;   164.00;     -999;eor
     4271;19981224;   1;    0.0;    75.00;    75.00;     -999;eor
     4271;19981225;   1;    0.0;    42.00;    42.00;     -999;eor
     4271;19981226;   1;    2.9;   232.00;   154.00;     -999;eor
     4271;19981227;   1;    2.4;   153.00;   101.00;     -999;eor
     4271;19981228;   1;    1.7;   146.00;    99.00;     -999;eor
     4271;19981229;   1;    5.5;   295.00;   125.00;     -999;eor
     4271;19981230;   1;    6.1;   306.00;   122.00;     -999;eor
     4271;19981231;   1;    3.9;   232.00;   148.00;     -999;eor
     4271;19990101;   1;    0.6;   203.00;   174.00;     -999;eor
     4271;19990102;   1;    1.8;   183.00;   149.00;     -999;eor
     4271;19990103;   1;    0.4;   149.00;   143.00;     -999;eor
     4271;19990104;   1;    0.0;    64.00;    62.00;     -999;eor
     4271;19990105;   1;    0.0;    48.00;    48.00;     -999;eor
     4271;19990106;   1;    0.9;   211.00;   178.00;     -999;eor
     4271;19990107;   1;    1.7;   191.00;   132.00;     -999;eor
     4271;19990108;   1;    0.0;    84.00;    84.00;     -999;eor
     4271;19990109;   1;    0.5;   160.00;   148.00;     -999;eor
     4271;19990110;   1;    1.3;   169.00;   139.00;     -999;eor
     4271;19990111;   1;    0.0;    61.00;    61.00;     -999;eor
     4271;19990112;   1;    0.0;   113.00;   113.00;     -999;eor
     4271;19990113;   1;    3.7;   300.00;   186.00;     -999;eor
     4271;19990114;   1;    0.0;   131.00;   131.00;     -999;eor
     4271;19990115;   1;    1.3;   155.00;   117.00;     -999;eor
     4271;19990116;   1;    0.0;    90.00;    90.00;     -999;eor
     4271;19990117;   1;    0.0;    51.00;    51.00;     -999;eor
     4271;19990118;   1;    2.3;   256.00;   189.00;     -999;eor
     4271;19990119;   1;    5.3;   399.00;   250.00;     -999;eor
     4271;19990120;   1;    2.2;   297.00;   212.00;     -999;eor
     4271;19990121;   1;    2.3;   249.00;   200.00;     -999;eor
     4271;19990122;   1;    0.0;   174.00;   173.00;     -999;eor
     4271;19990123;   1;    0.0;   177.00;   177.00;     -999;eor
     4271;19990124;   1;    0.0;    96.00;    95.00;     -999;eor
     4271;19990125;   1;    0.0;    81.00;    81.00;     -999;eor
     4271;19990126;   1;    0.0;   250.00;   246.00;     -999;eor
     4271;19990127;   1;    0.4;   163.00;   156.00;     -999;eor
     4271;19990128;   1;    3.2;   378.00;   202.00;     -999;eor
     4271;19990129;   1;    1.2;   244.00;   184.00;     -999;eor
     4271;19990130;   1;    3.9;   431.00;   246.00;     -999;eor
     4271;19990131;   1;    0.5;   229.00;   219.00;     -999;eor
     4271;19990201;   1;    0.0;   128.00;   127.00;     -999;eor
     4271;19990202;   1;    0.0;   162.00;   162.00;     -999;eor
     4271;19990203;   1;    0.3;   277.00;   261.00;     -999;eor
     4271;19990204;   1;    0.0;    53.00;    53.00;     -999;eor
     4271;19990205;   1;    4.1;   479.00;   249.00;     -999;eor
     4271;19990206;   1;    6.2;   518.00;   254.00;     -999;eor
     4271;19990207;   1;    0.0;   213.00;   213.00;     -999;eor
     4271;19990208;   1;    2.0;   433.00;   278.00;     -999;eor
     4271;19990209;   1;    6.4;   672.00;   232.00;     -999;eor
     4271;19990210;   1;    4.7;   608.00;   395.00;     -999;eor
     4271;19990211;   1;    6.0;   651.00;   416.00;     -999;eor
     4271;19990212;   1;    6.0;   639.00;   290.00;     -999;eor
     4271;19990213;   1;    1.1;   387.00;   339.00;     -999;eor
     4271;19990214;   1;    0.0;   181.00;   181.00;     -999;eor
     4271;19990215;   1;    0.0;   174.00;   174.00;     -999;eor
     4271;19990216;   1;    2.1;   412.00;   301.00;     -999;eor
     4271;19990217;   1;    2.2;   477.00;   324.00;     -999;eor
     4271;19990218;   1;    6.1;   756.00;   371.00;     -999;eor
     4271;19990219;   1;    0.0;   155.00;   155.00;     -999;eor
     4271;19990220;   1;    2.0;   480.00;   359.00;     -999;eor
     4271;19990221;   1;    0.8;   297.00;   274.00;     -999;eor
     4271;19990222;   1;    1.6;   479.00;   347.00;     -999;eor
     4271;19990223;   1;    0.5;   285.00;   239.00;     -999;eor
     4271;19990224;   1;    0.9;   395.00;   332.00;     -999;eor
     4271;19990225;   1;    0.5;   533.00;   491.00;     -999;eor
     4271;19990226;   1;    0.0;   171.00;   171.00;     -999;eor
     4271;19990227;   1;    1.5;   516.00;   439.00;     -999;eor
     4271;19990228;   1;    3.6;   648.00;   439.00;     -999;eor
     4271;19990301;   1;    0.0;   146.00;   146.00;     -999;eor
     4271;19990302;   1;    6.5;   935.00;   445.00;     -999;eor
     4271;19990303;   1;    1.9;   545.00;   444.00;     -999;eor
     4271;19990304;   1;    0.1;   405.00;   398.00;     -999;eor
     4271;19990305;   1;    0.0;   280.00;   280.00;     -999;eor
     4271;19990306;   1;    0.0;   159.00;   159.00;     -999;eor
     4271;19990307;   1;    6.6;  1094.00;   432.00;     -999;eor
     4271;19990308;   1;    0.0;   194.00;   194.00;     -999;eor
     4271;19990309;   1;    3.4;   788.00;   443.00;     -999;eor
     4271;19990310;   1;    0.0;   104.00;   103.00;     -999;eor
     4271;19990311;   1;    0.0;   221.00;   221.00;     -999;eor
     4271;19990312;   1;    5.3;  1017.00;   461.00;     -999;eor
     4271;19990313;   1;   10.2;  1338.00;   443.00;     -999;eor
     4271;19990314;   1;    0.0;   337.00;   334.00;     -999;eor
     4271;19990315;   1;    0.0;   239.00;   239.00;     -999;eor
     4271;19990316;   1;    0.0;   293.00;   291.00;     -999;eor
     4271;19990317;   1;    6.4;  1113.00;   691.00;     -999;eor
     4271;19990318;   1;    8.0;  1364.00;   368.00;     -999;eor
     4271;19990319;   1;    0.2;   431.00;   419.00;     -999;eor
